window_uid,split,participant_id,session_id,session_name,window_index,window_start_ms,window_end_ms,window_length_s,stride_s,ppg_sampling_hz,ppg_sample_count,reference_sample_count,label_hr_bpm,label_aggregation,reference_source
P13:meditation-2#1:w77,train,P13,P13:meditation-2#1,meditation-2,77,1711606566574,1711606576574,10,2,25,249,10,97.0,median,hr
P13:meditation-2#1:w78,train,P13,P13:meditation-2#1,meditation-2,78,1711606568574,1711606578574,10,2,25,248,10,97.0,median,hr
P13:meditation-2#1:w79,train,P13,P13:meditation-2#1,meditation-2,79,1711606570574,1711606580574,10,2,25,249,10,97.0,median,hr
P13:meditation-2#1:w80,train,P13,P13:meditation-2#1,meditation-2,80,1711606572574,1711606582574,10,2,25,249,10,97.0,median,hr
P13:meditation-2#1:w81,train,P13,P13:meditation-2#1,meditation-2,81,1711606574574,1711606584574,10,2,25,249,10,97.0,median,hr
P13:meditation-2#1:w82,train,P13,P13:meditation-2#1,meditation-2,82,1711606576574,1711606586574,10,2,25,248,10,97.0,median,hr
P13:meditation-2#1:w83,train,P13,P13:meditation-2#1,meditation-2,83,1711606578574,1711606588574,10,2,25,249,10,98.0,median,hr
P13:meditation-2#1:w84,train,P13,P13:meditation-2#1,meditation-2,84,1711606580574,1711606590574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w85,train,P13,P13:meditation-2#1,meditation-2,85,1711606582574,1711606592574,10,2,25,248,10,99.0,median,hr
P13:meditation-2#1:w86,train,P13,P13:meditation-2#1,meditation-2,86,1711606584574,1711606594574,10,2,25,248,10,100.0,median,hr
P13:meditation-2#1:w87,train,P13,P13:meditation-2#1,meditation-2,87,1711606586574,1711606596574,10,2,25,249,10,100.0,median,hr
P13:meditation-2#1:w88,train,P13,P13:meditation-2#1,meditation-2,88,1711606588574,1711606598574,10,2,25,249,10,99.5,median,hr
P13:meditation-2#1:w89,train,P13,P13:meditation-2#1,meditation-2,89,1711606590574,1711606600574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w90,train,P13,P13:meditation-2#1,meditation-2,90,1711606592574,1711606602574,10,2,25,250,10,98.0,median,hr
P13:meditation-2#1:w91,train,P13,P13:meditation-2#1,meditation-2,91,1711606594574,1711606604574,10,2,25,250,10,98.0,median,hr
P13:meditation-2#1:w92,train,P13,P13:meditation-2#1,meditation-2,92,1711606596574,1711606606574,10,2,25,250,10,97.5,median,hr
P13:meditation-2#1:w93,train,P13,P13:meditation-2#1,meditation-2,93,1711606598574,1711606608574,10,2,25,249,10,97.0,median,hr
P13:meditation-2#1:w94,train,P13,P13:meditation-2#1,meditation-2,94,1711606600574,1711606610574,10,2,25,249,10,97.0,median,hr
P13:meditation-2#1:w95,train,P13,P13:meditation-2#1,meditation-2,95,1711606602574,1711606612574,10,2,25,249,10,97.5,median,hr
P13:meditation-2#1:w96,train,P13,P13:meditation-2#1,meditation-2,96,1711606604574,1711606614574,10,2,25,248,10,97.5,median,hr
P13:meditation-2#1:w97,train,P13,P13:meditation-2#1,meditation-2,97,1711606606574,1711606616574,10,2,25,248,10,99.0,median,hr
P13:meditation-2#1:w98,train,P13,P13:meditation-2#1,meditation-2,98,1711606608574,1711606618574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w99,train,P13,P13:meditation-2#1,meditation-2,99,1711606610574,1711606620574,10,2,25,249,10,99.5,median,hr
P13:meditation-2#1:w100,train,P13,P13:meditation-2#1,meditation-2,100,1711606612574,1711606622574,10,2,25,250,10,100.0,median,hr
P13:meditation-2#1:w101,train,P13,P13:meditation-2#1,meditation-2,101,1711606614574,1711606624574,10,2,25,251,10,101.0,median,hr
P13:meditation-2#1:w102,train,P13,P13:meditation-2#1,meditation-2,102,1711606616574,1711606626574,10,2,25,251,10,101.5,median,hr
P13:meditation-2#1:w103,train,P13,P13:meditation-2#1,meditation-2,103,1711606618574,1711606628574,10,2,25,251,10,101.5,median,hr
P13:meditation-2#1:w104,train,P13,P13:meditation-2#1,meditation-2,104,1711606620574,1711606630574,10,2,25,251,10,102.0,median,hr
P13:meditation-2#1:w105,train,P13,P13:meditation-2#1,meditation-2,105,1711606622574,1711606632574,10,2,25,248,10,102.5,median,hr
P13:meditation-2#1:w106,train,P13,P13:meditation-2#1,meditation-2,106,1711606624574,1711606634574,10,2,25,248,10,102.5,median,hr
P13:meditation-2#1:w107,train,P13,P13:meditation-2#1,meditation-2,107,1711606626574,1711606636574,10,2,25,248,10,105.5,median,hr
P13:meditation-2#1:w108,train,P13,P13:meditation-2#1,meditation-2,108,1711606628574,1711606638574,10,2,25,248,10,106.0,median,hr
P13:meditation-2#1:w109,train,P13,P13:meditation-2#1,meditation-2,109,1711606630574,1711606640574,10,2,25,247,10,106.0,median,hr
P13:meditation-2#1:w110,train,P13,P13:meditation-2#1,meditation-2,110,1711606632574,1711606642574,10,2,25,249,10,105.0,median,hr
P13:meditation-2#1:w111,train,P13,P13:meditation-2#1,meditation-2,111,1711606634574,1711606644574,10,2,25,249,10,103.5,median,hr
P13:meditation-2#1:w112,train,P13,P13:meditation-2#1,meditation-2,112,1711606636574,1711606646574,10,2,25,249,10,103.0,median,hr
P13:meditation-2#1:w113,train,P13,P13:meditation-2#1,meditation-2,113,1711606638574,1711606648574,10,2,25,248,10,103.0,median,hr
P13:meditation-2#1:w114,train,P13,P13:meditation-2#1,meditation-2,114,1711606640574,1711606650574,10,2,25,249,10,103.0,median,hr
P13:meditation-2#1:w115,train,P13,P13:meditation-2#1,meditation-2,115,1711606642574,1711606652574,10,2,25,249,10,102.5,median,hr
P13:meditation-2#1:w116,train,P13,P13:meditation-2#1,meditation-2,116,1711606644574,1711606654574,10,2,25,248,10,102.0,median,hr
P13:meditation-2#1:w117,train,P13,P13:meditation-2#1,meditation-2,117,1711606646574,1711606656574,10,2,25,248,10,101.5,median,hr
P13:meditation-2#1:w118,train,P13,P13:meditation-2#1,meditation-2,118,1711606648574,1711606658574,10,2,25,249,10,101.0,median,hr
P13:meditation-2#1:w119,train,P13,P13:meditation-2#1,meditation-2,119,1711606650574,1711606660574,10,2,25,249,10,100.5,median,hr
P13:meditation-2#1:w120,train,P13,P13:meditation-2#1,meditation-2,120,1711606652574,1711606662574,10,2,25,248,10,100.0,median,hr
P13:meditation-2#1:w121,train,P13,P13:meditation-2#1,meditation-2,121,1711606654574,1711606664574,10,2,25,249,10,100.0,median,hr
P13:meditation-2#1:w122,train,P13,P13:meditation-2#1,meditation-2,122,1711606656574,1711606666574,10,2,25,249,10,99.5,median,hr
P13:meditation-2#1:w123,train,P13,P13:meditation-2#1,meditation-2,123,1711606658574,1711606668574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w124,train,P13,P13:meditation-2#1,meditation-2,124,1711606660574,1711606670574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w125,train,P13,P13:meditation-2#1,meditation-2,125,1711606662574,1711606672574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w126,train,P13,P13:meditation-2#1,meditation-2,126,1711606664574,1711606674574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w127,train,P13,P13:meditation-2#1,meditation-2,127,1711606666574,1711606676574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w128,train,P13,P13:meditation-2#1,meditation-2,128,1711606668574,1711606678574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w129,train,P13,P13:meditation-2#1,meditation-2,129,1711606670574,1711606680574,10,2,25,249,10,99.0,median,hr
P13:meditation-2#1:w130,train,P13,P13:meditation-2#1,meditation-2,130,1711606672574,1711606682574,10,2,25,250,10,99.0,median,hr
P13:meditation-2#1:w131,train,P13,P13:meditation-2#1,meditation-2,131,1711606674574,1711606684574,10,2,25,250,10,99.0,median,hr
P13:meditation-2#1:w132,train,P13,P13:meditation-2#1,meditation-2,132,1711606676574,1711606686574,10,2,25,250,10,98.0,median,hr
P13:meditation-2#1:w133,train,P13,P13:meditation-2#1,meditation-2,133,1711606678574,1711606688574,10,2,25,250,10,98.0,median,hr
P13:meditation-2#1:w134,train,P13,P13:meditation-2#1,meditation-2,134,1711606680574,1711606690574,10,2,25,250,10,98.0,median,hr
P13:meditation-2#1:w135,train,P13,P13:meditation-2#1,meditation-2,135,1711606682574,1711606692574,10,2,25,249,10,98.0,median,hr
P13:meditation-2#1:w136,train,P13,P13:meditation-2#1,meditation-2,136,1711606684574,1711606694574,10,2,25,249,10,98.0,median,hr
P13:meditation-2#1:w137,train,P13,P13:meditation-2#1,meditation-2,137,1711606686574,1711606696574,10,2,25,248,10,98.0,median,hr
P13:meditation-2#1:w138,train,P13,P13:meditation-2#1,meditation-2,138,1711606688574,1711606698574,10,2,25,248,10,98.0,median,hr
P13:meditation-2#1:w139,train,P13,P13:meditation-2#1,meditation-2,139,1711606690574,1711606700574,10,2,25,248,10,98.0,median,hr
P13:meditation-2#1:w140,train,P13,P13:meditation-2#1,meditation-2,140,1711606692574,1711606702574,10,2,25,248,10,98.0,median,hr
P13:meditation-2#1:w141,train,P13,P13:meditation-2#1,meditation-2,141,1711606694574,1711606704574,10,2,25,248,10,98.0,median,hr
P13:meditation-2#1:w142,train,P13,P13:meditation-2#1,meditation-2,142,1711606696574,1711606706574,10,2,25,249,10,98.0,median,hr
P13:meditation-2#1:w143,train,P13,P13:meditation-2#1,meditation-2,143,1711606698574,1711606708574,10,2,25,248,10,97.0,median,hr
P13:meditation-2#1:w144,train,P13,P13:meditation-2#1,meditation-2,144,1711606700574,1711606710574,10,2,25,248,10,97.0,median,hr
P13:meditation-2#1:w145,train,P13,P13:meditation-2#1,meditation-2,145,1711606702574,1711606712574,10,2,25,249,10,97.0,median,hr
P13:keyboard-typing#1:w0,train,P13,P13:keyboard-typing#1,keyboard-typing,0,1711606746951,1711606756951,10,2,25,248,10,93.0,median,hr
P13:keyboard-typing#1:w1,train,P13,P13:keyboard-typing#1,keyboard-typing,1,1711606748951,1711606758951,10,2,25,248,10,89.5,median,hr
P13:keyboard-typing#1:w2,train,P13,P13:keyboard-typing#1,keyboard-typing,2,1711606750951,1711606760951,10,2,25,249,10,89.0,median,hr
P13:keyboard-typing#1:w3,train,P13,P13:keyboard-typing#1,keyboard-typing,3,1711606752951,1711606762951,10,2,25,249,10,89.0,median,hr
P13:keyboard-typing#1:w4,train,P13,P13:keyboard-typing#1,keyboard-typing,4,1711606754951,1711606764951,10,2,25,248,10,89.0,median,hr
P13:keyboard-typing#1:w5,train,P13,P13:keyboard-typing#1,keyboard-typing,5,1711606756951,1711606766951,10,2,25,250,10,89.0,median,hr
P13:keyboard-typing#1:w6,train,P13,P13:keyboard-typing#1,keyboard-typing,6,1711606758951,1711606768951,10,2,25,250,10,89.0,median,hr
P13:keyboard-typing#1:w7,train,P13,P13:keyboard-typing#1,keyboard-typing,7,1711606760951,1711606770951,10,2,25,250,10,90.0,median,hr
P13:keyboard-typing#1:w8,train,P13,P13:keyboard-typing#1,keyboard-typing,8,1711606762951,1711606772951,10,2,25,250,10,91.0,median,hr
P13:keyboard-typing#1:w9,train,P13,P13:keyboard-typing#1,keyboard-typing,9,1711606764951,1711606774951,10,2,25,251,10,91.5,median,hr
P13:keyboard-typing#1:w10,train,P13,P13:keyboard-typing#1,keyboard-typing,10,1711606766951,1711606776951,10,2,25,249,10,92.0,median,hr
P13:keyboard-typing#1:w11,train,P13,P13:keyboard-typing#1,keyboard-typing,11,1711606768951,1711606778951,10,2,25,248,10,92.0,median,hr
P13:keyboard-typing#1:w12,train,P13,P13:keyboard-typing#1,keyboard-typing,12,1711606770951,1711606780951,10,2,25,248,10,92.0,median,hr
P13:keyboard-typing#1:w13,train,P13,P13:keyboard-typing#1,keyboard-typing,13,1711606772951,1711606782951,10,2,25,248,10,92.0,median,hr
P13:keyboard-typing#1:w14,train,P13,P13:keyboard-typing#1,keyboard-typing,14,1711606774951,1711606784951,10,2,25,248,10,92.5,median,hr
P13:keyboard-typing#1:w15,train,P13,P13:keyboard-typing#1,keyboard-typing,15,1711606776951,1711606786951,10,2,25,248,10,94.0,median,hr
P13:keyboard-typing#1:w16,train,P13,P13:keyboard-typing#1,keyboard-typing,16,1711606778951,1711606788951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w17,train,P13,P13:keyboard-typing#1,keyboard-typing,17,1711606780951,1711606790951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w18,train,P13,P13:keyboard-typing#1,keyboard-typing,18,1711606782951,1711606792951,10,2,25,248,10,94.0,median,hr
P13:keyboard-typing#1:w19,train,P13,P13:keyboard-typing#1,keyboard-typing,19,1711606784951,1711606794951,10,2,25,248,10,94.0,median,hr
P13:keyboard-typing#1:w20,train,P13,P13:keyboard-typing#1,keyboard-typing,20,1711606786951,1711606796951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w21,train,P13,P13:keyboard-typing#1,keyboard-typing,21,1711606788951,1711606798951,10,2,25,248,10,94.0,median,hr
P13:keyboard-typing#1:w22,train,P13,P13:keyboard-typing#1,keyboard-typing,22,1711606790951,1711606800951,10,2,25,248,10,94.5,median,hr
P13:keyboard-typing#1:w23,train,P13,P13:keyboard-typing#1,keyboard-typing,23,1711606792951,1711606802951,10,2,25,249,10,94.5,median,hr
P13:keyboard-typing#1:w24,train,P13,P13:keyboard-typing#1,keyboard-typing,24,1711606794951,1711606804951,10,2,25,249,10,94.5,median,hr
P13:keyboard-typing#1:w25,train,P13,P13:keyboard-typing#1,keyboard-typing,25,1711606796951,1711606806951,10,2,25,249,10,94.5,median,hr
P13:keyboard-typing#1:w26,train,P13,P13:keyboard-typing#1,keyboard-typing,26,1711606798951,1711606808951,10,2,25,249,10,93.0,median,hr
P13:keyboard-typing#1:w27,train,P13,P13:keyboard-typing#1,keyboard-typing,27,1711606800951,1711606810951,10,2,25,249,10,91.5,median,hr
P13:keyboard-typing#1:w28,train,P13,P13:keyboard-typing#1,keyboard-typing,28,1711606802951,1711606812951,10,2,25,249,10,91.0,median,hr
P13:keyboard-typing#1:w29,train,P13,P13:keyboard-typing#1,keyboard-typing,29,1711606804951,1711606814951,10,2,25,249,10,91.0,median,hr
P13:keyboard-typing#1:w30,train,P13,P13:keyboard-typing#1,keyboard-typing,30,1711606806951,1711606816951,10,2,25,249,10,91.0,median,hr
P13:keyboard-typing#1:w31,train,P13,P13:keyboard-typing#1,keyboard-typing,31,1711606808951,1711606818951,10,2,25,250,10,90.5,median,hr
P13:keyboard-typing#1:w32,train,P13,P13:keyboard-typing#1,keyboard-typing,32,1711606810951,1711606820951,10,2,25,249,10,89.5,median,hr
P13:keyboard-typing#1:w33,train,P13,P13:keyboard-typing#1,keyboard-typing,33,1711606812951,1711606822951,10,2,25,249,10,88.0,median,hr
P13:keyboard-typing#1:w34,train,P13,P13:keyboard-typing#1,keyboard-typing,34,1711606814951,1711606824951,10,2,25,249,10,88.0,median,hr
P13:keyboard-typing#1:w35,train,P13,P13:keyboard-typing#1,keyboard-typing,35,1711606816951,1711606826951,10,2,25,248,10,88.0,median,hr
P13:keyboard-typing#1:w36,train,P13,P13:keyboard-typing#1,keyboard-typing,36,1711606818951,1711606828951,10,2,25,248,10,88.5,median,hr
P13:keyboard-typing#1:w37,train,P13,P13:keyboard-typing#1,keyboard-typing,37,1711606820951,1711606830951,10,2,25,249,10,89.0,median,hr
P13:keyboard-typing#1:w38,train,P13,P13:keyboard-typing#1,keyboard-typing,38,1711606822951,1711606832951,10,2,25,249,10,89.0,median,hr
P13:keyboard-typing#1:w39,train,P13,P13:keyboard-typing#1,keyboard-typing,39,1711606824951,1711606834951,10,2,25,249,10,89.0,median,hr
P13:keyboard-typing#1:w40,train,P13,P13:keyboard-typing#1,keyboard-typing,40,1711606826951,1711606836951,10,2,25,250,10,90.0,median,hr
P13:keyboard-typing#1:w41,train,P13,P13:keyboard-typing#1,keyboard-typing,41,1711606828951,1711606838951,10,2,25,249,10,90.5,median,hr
P13:keyboard-typing#1:w42,train,P13,P13:keyboard-typing#1,keyboard-typing,42,1711606830951,1711606840951,10,2,25,249,10,91.5,median,hr
P13:keyboard-typing#1:w43,train,P13,P13:keyboard-typing#1,keyboard-typing,43,1711606832951,1711606842951,10,2,25,249,10,91.5,median,hr
P13:keyboard-typing#1:w44,train,P13,P13:keyboard-typing#1,keyboard-typing,44,1711606834951,1711606844951,10,2,25,248,10,90.5,median,hr
P13:keyboard-typing#1:w45,train,P13,P13:keyboard-typing#1,keyboard-typing,45,1711606836951,1711606846951,10,2,25,248,10,89.0,median,hr
P13:keyboard-typing#1:w46,train,P13,P13:keyboard-typing#1,keyboard-typing,46,1711606838951,1711606848951,10,2,25,249,10,89.0,median,hr
P13:keyboard-typing#1:w47,train,P13,P13:keyboard-typing#1,keyboard-typing,47,1711606840951,1711606850951,10,2,25,249,10,89.5,median,hr
P13:keyboard-typing#1:w48,train,P13,P13:keyboard-typing#1,keyboard-typing,48,1711606842951,1711606852951,10,2,25,248,10,90.0,median,hr
P13:keyboard-typing#1:w49,train,P13,P13:keyboard-typing#1,keyboard-typing,49,1711606844951,1711606854951,10,2,25,249,10,90.0,median,hr
P13:keyboard-typing#1:w50,train,P13,P13:keyboard-typing#1,keyboard-typing,50,1711606846951,1711606856951,10,2,25,249,10,90.5,median,hr
P13:keyboard-typing#1:w51,train,P13,P13:keyboard-typing#1,keyboard-typing,51,1711606848951,1711606858951,10,2,25,249,10,91.0,median,hr
P13:keyboard-typing#1:w52,train,P13,P13:keyboard-typing#1,keyboard-typing,52,1711606850951,1711606860951,10,2,25,248,10,91.0,median,hr
P13:keyboard-typing#1:w53,train,P13,P13:keyboard-typing#1,keyboard-typing,53,1711606852951,1711606862951,10,2,25,249,10,91.0,median,hr
P13:keyboard-typing#1:w54,train,P13,P13:keyboard-typing#1,keyboard-typing,54,1711606854951,1711606864951,10,2,25,249,10,91.0,median,hr
P13:keyboard-typing#1:w55,train,P13,P13:keyboard-typing#1,keyboard-typing,55,1711606856951,1711606866951,10,2,25,249,10,90.5,median,hr
P13:keyboard-typing#1:w56,train,P13,P13:keyboard-typing#1,keyboard-typing,56,1711606858951,1711606868951,10,2,25,249,10,90.0,median,hr
P13:keyboard-typing#1:w57,train,P13,P13:keyboard-typing#1,keyboard-typing,57,1711606860951,1711606870951,10,2,25,249,10,90.0,median,hr
P13:keyboard-typing#1:w58,train,P13,P13:keyboard-typing#1,keyboard-typing,58,1711606862951,1711606872951,10,2,25,249,10,90.0,median,hr
P13:keyboard-typing#1:w59,train,P13,P13:keyboard-typing#1,keyboard-typing,59,1711606864951,1711606874951,10,2,25,249,10,90.0,median,hr
P13:keyboard-typing#1:w60,train,P13,P13:keyboard-typing#1,keyboard-typing,60,1711606866951,1711606876951,10,2,25,248,10,90.0,median,hr
P13:keyboard-typing#1:w61,train,P13,P13:keyboard-typing#1,keyboard-typing,61,1711606868951,1711606878951,10,2,25,248,10,90.5,median,hr
P13:keyboard-typing#1:w62,train,P13,P13:keyboard-typing#1,keyboard-typing,62,1711606870951,1711606880951,10,2,25,249,10,91.5,median,hr
P13:keyboard-typing#1:w63,train,P13,P13:keyboard-typing#1,keyboard-typing,63,1711606872951,1711606882951,10,2,25,249,10,93.0,median,hr
P13:keyboard-typing#1:w64,train,P13,P13:keyboard-typing#1,keyboard-typing,64,1711606874951,1711606884951,10,2,25,248,10,93.0,median,hr
P13:keyboard-typing#1:w65,train,P13,P13:keyboard-typing#1,keyboard-typing,65,1711606876951,1711606886951,10,2,25,249,10,93.0,median,hr
P13:keyboard-typing#1:w66,train,P13,P13:keyboard-typing#1,keyboard-typing,66,1711606878951,1711606888951,10,2,25,249,10,92.0,median,hr
P13:keyboard-typing#1:w67,train,P13,P13:keyboard-typing#1,keyboard-typing,67,1711606880951,1711606890951,10,2,25,249,10,92.0,median,hr
P13:keyboard-typing#1:w68,train,P13,P13:keyboard-typing#1,keyboard-typing,68,1711606882951,1711606892951,10,2,25,249,10,92.0,median,hr
P13:keyboard-typing#1:w69,train,P13,P13:keyboard-typing#1,keyboard-typing,69,1711606884951,1711606894951,10,2,25,249,10,92.0,median,hr
P13:keyboard-typing#1:w70,train,P13,P13:keyboard-typing#1,keyboard-typing,70,1711606886951,1711606896951,10,2,25,249,10,92.0,median,hr
P13:keyboard-typing#1:w71,train,P13,P13:keyboard-typing#1,keyboard-typing,71,1711606888951,1711606898951,10,2,25,249,10,91.5,median,hr
P13:keyboard-typing#1:w72,train,P13,P13:keyboard-typing#1,keyboard-typing,72,1711606890951,1711606900951,10,2,25,248,10,91.0,median,hr
P13:keyboard-typing#1:w73,train,P13,P13:keyboard-typing#1,keyboard-typing,73,1711606892951,1711606902951,10,2,25,248,10,91.0,median,hr
P13:keyboard-typing#1:w74,train,P13,P13:keyboard-typing#1,keyboard-typing,74,1711606894951,1711606904951,10,2,25,249,10,91.5,median,hr
P13:keyboard-typing#1:w75,train,P13,P13:keyboard-typing#1,keyboard-typing,75,1711606896951,1711606906951,10,2,25,248,10,93.0,median,hr
P13:keyboard-typing#1:w76,train,P13,P13:keyboard-typing#1,keyboard-typing,76,1711606898951,1711606908951,10,2,25,248,10,93.0,median,hr
P13:keyboard-typing#1:w77,train,P13,P13:keyboard-typing#1,keyboard-typing,77,1711606900951,1711606910951,10,2,25,249,10,93.0,median,hr
P13:keyboard-typing#1:w78,train,P13,P13:keyboard-typing#1,keyboard-typing,78,1711606902951,1711606912951,10,2,25,249,10,93.0,median,hr
P13:keyboard-typing#1:w79,train,P13,P13:keyboard-typing#1,keyboard-typing,79,1711606904951,1711606914951,10,2,25,248,10,94.0,median,hr
P13:keyboard-typing#1:w80,train,P13,P13:keyboard-typing#1,keyboard-typing,80,1711606906951,1711606916951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w81,train,P13,P13:keyboard-typing#1,keyboard-typing,81,1711606908951,1711606918951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w82,train,P13,P13:keyboard-typing#1,keyboard-typing,82,1711606910951,1711606920951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w83,train,P13,P13:keyboard-typing#1,keyboard-typing,83,1711606912951,1711606922951,10,2,25,248,10,94.0,median,hr
P13:keyboard-typing#1:w84,train,P13,P13:keyboard-typing#1,keyboard-typing,84,1711606914951,1711606924951,10,2,25,249,10,94.0,median,hr
P13:keyboard-typing#1:w85,train,P13,P13:keyboard-typing#1,keyboard-typing,85,1711606916951,1711606926951,10,2,25,249,10,94.0,median,hr
P13:mobile-typing#1:w0,train,P13,P13:mobile-typing#1,mobile-typing,0,1711607093129,1711607103129,10,2,25,249,10,88.0,median,hr
P13:mobile-typing#1:w1,train,P13,P13:mobile-typing#1,mobile-typing,1,1711607095129,1711607105129,10,2,25,248,10,86.5,median,hr
P13:mobile-typing#1:w2,train,P13,P13:mobile-typing#1,mobile-typing,2,1711607097129,1711607107129,10,2,25,248,10,86.0,median,hr
P13:mobile-typing#1:w3,train,P13,P13:mobile-typing#1,mobile-typing,3,1711607099129,1711607109129,10,2,25,248,10,85.5,median,hr
P13:mobile-typing#1:w4,train,P13,P13:mobile-typing#1,mobile-typing,4,1711607101129,1711607111129,10,2,25,249,10,85.5,median,hr
P13:mobile-typing#1:w5,train,P13,P13:mobile-typing#1,mobile-typing,5,1711607103129,1711607113129,10,2,25,248,10,85.0,median,hr
P13:mobile-typing#1:w6,train,P13,P13:mobile-typing#1,mobile-typing,6,1711607105129,1711607115129,10,2,25,249,10,86.0,median,hr
P13:mobile-typing#1:w7,train,P13,P13:mobile-typing#1,mobile-typing,7,1711607107129,1711607117129,10,2,25,249,10,86.0,median,hr
P13:mobile-typing#1:w8,train,P13,P13:mobile-typing#1,mobile-typing,8,1711607109129,1711607119129,10,2,25,249,10,86.0,median,hr
P13:mobile-typing#1:w9,train,P13,P13:mobile-typing#1,mobile-typing,9,1711607111129,1711607121129,10,2,25,248,10,85.5,median,hr
P13:mobile-typing#1:w10,train,P13,P13:mobile-typing#1,mobile-typing,10,1711607113129,1711607123129,10,2,25,249,10,86.0,median,hr
P13:mobile-typing#1:w11,train,P13,P13:mobile-typing#1,mobile-typing,11,1711607115129,1711607125129,10,2,25,249,10,86.5,median,hr
P13:mobile-typing#1:w12,train,P13,P13:mobile-typing#1,mobile-typing,12,1711607117129,1711607127129,10,2,25,248,10,87.0,median,hr
P13:mobile-typing#1:w13,train,P13,P13:mobile-typing#1,mobile-typing,13,1711607119129,1711607129129,10,2,25,248,10,87.5,median,hr
P13:mobile-typing#1:w14,train,P13,P13:mobile-typing#1,mobile-typing,14,1711607121129,1711607131129,10,2,25,249,10,87.5,median,hr
P13:mobile-typing#1:w15,train,P13,P13:mobile-typing#1,mobile-typing,15,1711607123129,1711607133129,10,2,25,248,10,86.5,median,hr
P13:mobile-typing#1:w16,train,P13,P13:mobile-typing#1,mobile-typing,16,1711607125129,1711607135129,10,2,25,248,10,85.0,median,hr
P13:mobile-typing#1:w17,train,P13,P13:mobile-typing#1,mobile-typing,17,1711607127129,1711607137129,10,2,25,249,10,85.0,median,hr
P13:mobile-typing#1:w18,train,P13,P13:mobile-typing#1,mobile-typing,18,1711607129129,1711607139129,10,2,25,249,10,85.0,median,hr
P13:mobile-typing#1:w19,train,P13,P13:mobile-typing#1,mobile-typing,19,1711607131129,1711607141129,10,2,25,248,10,88.5,median,hr
P13:mobile-typing#1:w20,train,P13,P13:mobile-typing#1,mobile-typing,20,1711607133129,1711607143129,10,2,25,249,10,90.5,median,hr
P13:mobile-typing#1:w21,train,P13,P13:mobile-typing#1,mobile-typing,21,1711607135129,1711607145129,10,2,25,249,10,91.0,median,hr
P13:mobile-typing#1:w22,train,P13,P13:mobile-typing#1,mobile-typing,22,1711607137129,1711607147129,10,2,25,248,10,91.0,median,hr
P13:mobile-typing#1:w23,train,P13,P13:mobile-typing#1,mobile-typing,23,1711607139129,1711607149129,10,2,25,248,10,90.5,median,hr
P13:mobile-typing#1:w24,train,P13,P13:mobile-typing#1,mobile-typing,24,1711607141129,1711607151129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w25,train,P13,P13:mobile-typing#1,mobile-typing,25,1711607143129,1711607153129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w26,train,P13,P13:mobile-typing#1,mobile-typing,26,1711607145129,1711607155129,10,2,25,248,10,88.0,median,hr
P13:mobile-typing#1:w27,train,P13,P13:mobile-typing#1,mobile-typing,27,1711607147129,1711607157129,10,2,25,249,10,88.0,median,hr
P13:mobile-typing#1:w28,train,P13,P13:mobile-typing#1,mobile-typing,28,1711607149129,1711607159129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w29,train,P13,P13:mobile-typing#1,mobile-typing,29,1711607151129,1711607161129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w30,train,P13,P13:mobile-typing#1,mobile-typing,30,1711607153129,1711607163129,10,2,25,248,10,89.0,median,hr
P13:mobile-typing#1:w31,train,P13,P13:mobile-typing#1,mobile-typing,31,1711607155129,1711607165129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w32,train,P13,P13:mobile-typing#1,mobile-typing,32,1711607157129,1711607167129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w33,train,P13,P13:mobile-typing#1,mobile-typing,33,1711607159129,1711607169129,10,2,25,248,10,89.0,median,hr
P13:mobile-typing#1:w34,train,P13,P13:mobile-typing#1,mobile-typing,34,1711607161129,1711607171129,10,2,25,248,10,89.0,median,hr
P13:mobile-typing#1:w35,train,P13,P13:mobile-typing#1,mobile-typing,35,1711607163129,1711607173129,10,2,25,249,10,89.0,median,hr
P13:mobile-typing#1:w36,train,P13,P13:mobile-typing#1,mobile-typing,36,1711607165129,1711607175129,10,2,25,249,10,89.0,median,hr
